Title,Price_EUR_per_month,Neighbourhood,Person,Number_of_rooms,Square_meters,Exterior_interior,Floor,Lift,Garage,Basic_characteristics
"Alquiler de Piso en calle d'Avinyó, 39",1190.0,"El Gòtic, Barcelona",Profesional,1.0,50.0,exterior,Entreplanta,1.0,,"50 m² construidos, 48 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Cocina equipada y casa sin amueblar
Calefacción central: Gas"
Alquiler de Piso en Obradors,1780.0,"El Gòtic, Barcelona",Profesional,3.0,115.0,exterior,Bajo,0.0,,"115 m² construidos, 95 m² útiles
3 habitaciones
2 baños
Segunda mano/buen estado
Trastero
Orientación norte
Construido en 1910
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
"Alquiler de Piso en calle de la Princesa, Barcelona",3850.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,120.0,exterior,3.0,1.0,,"120 m² construidos, 110 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de la Reina Amàlia,2100.0,"El Raval, Barcelona",Profesional,2.0,80.0,exterior,3.0,1.0,,"80 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
No dispone de calefacción"
"Alquiler de Piso en calle dels Flassaders, 45",1300.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,66.0,exterior,1.0,0.0,,"66 m² construidos, 60 m² útiles
1 habitación
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle de Sant Antoni Abat,1250.0,"El Raval, Barcelona",Profesional,2.0,75.0,exterior,Entreplanta,0.0,,"75 m² construidos, 72 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Construido en 1993
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en calle del Doctor Aiguader,3000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,50.0,exterior,3.0,1.0,,"50 m² construidos, 49 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Orientación sur
Calefacción central"
Alquiler de Estudio en calle de Picalquers,835.0,"El Raval, Barcelona",Profesional,,18.0,,4.0,0.0,,"18 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en via Laietana,2301.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,131.0,exterior,1.0,1.0,,"131 m² construidos, 120 m² útiles
4 habitaciones
2 baños
Segunda mano/buen estado"
Alquiler de Piso en calle de la Mercè,1800.0,"El Gòtic, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Gravina,3050.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,2.0,0.0,Garage included,"70 m² construidos
2 habitaciones
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Calefacción central"
Alquiler de Piso en plaza de Sant Just,10010.0,"El Gòtic, Barcelona",Profesional,2.0,170.0,exterior,2.0,1.0,,"170 m² construidos
2 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Amueblado y cocina equipada"
Alquiler de Piso en plaza de Sant Just,12100.0,"El Gòtic, Barcelona",Profesional,2.0,205.0,exterior,2.0,1.0,,"205 m² construidos, 153 m² útiles
2 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Amueblado y cocina equipada"
Alquiler de Piso en Passatge del Rellotge,2500.0,"El Gòtic, Barcelona",Profesional,2.0,120.0,interior,1.0,,,"120 m² construidos, 100 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Trastero"
Alquiler de Piso en plaza de Sant Just,9350.0,"El Gòtic, Barcelona",Profesional,1.0,157.0,exterior,1.0,1.0,,"157 m² construidos, 120 m² útiles
1 habitación
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Amueblado y cocina equipada"
Alquiler de Piso en calle de Sant Pere Més Alt,1690.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,85.0,exterior,Entreplanta,1.0,,"85 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,Garage included,"90 m² construidos, 78 m² útiles
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado"
"Alquiler de Piso en calle d'En Roig, 11",1450.0,"El Raval, Barcelona",Profesional,1.0,50.0,exterior,3.0,0.0,,"50 m² construidos, 45 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Ático en calle d'Angel J. Baixeras,2782.0,"El Gòtic, Barcelona",Profesional,3.0,121.0,exterior,7.0,1.0,,"121 m² construidos, 106 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,72.0,exterior,1.0,1.0,Garage included,"72 m² construidos
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Construido en 2010"
Alquiler de Ático en via laietana,2000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,76.0,exterior,6.0,1.0,,"76 m² construidos, 70 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur, este
Construido en 1910
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Dúplex en calle dels Tres Llits,2500.0,"El Gòtic, Barcelona",Profesional,1.0,83.0,exterior,Bajo,0.0,,"83 m² construidos, 75 m² útiles
1 habitación
2 baños
Segunda mano/buen estado
Construido en 1900
Cocina equipada y casa sin amueblar
No dispone de calefacción"
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,Garage included,"90 m² construidos, 78 m² útiles
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado"
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,72.0,exterior,1.0,1.0,Garage included,"72 m² construidos
2 habitaciones
2 baños
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Construido en 2010"
Alquiler de Ático en calle d'Angel J. Baixeras,2782.0,"El Gòtic, Barcelona",Profesional,3.0,121.0,exterior,7.0,1.0,,"121 m² construidos, 106 m² útiles
3 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle d'en Copons,3900.0,"El Gòtic, Barcelona",Profesional,3.0,109.0,exterior,1.0,1.0,Garage included,"109 m² construidos, 96 m² útiles
3 habitaciones
2 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Construido en 2022
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en plaza de Sant Just,10010.0,"El Gòtic, Barcelona",Profesional,2.0,170.0,exterior,2.0,1.0,,"170 m² construidos
2 habitaciones
3 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Amueblado y cocina equipada"
Alquiler de Piso en plaza de Sant Just,9350.0,"El Gòtic, Barcelona",Profesional,1.0,157.0,exterior,1.0,1.0,,"157 m² construidos, 120 m² útiles
1 habitación
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación sur, oeste
Amueblado y cocina equipada"
Alquiler de Piso en calle de la Mercè,1800.0,"El Gòtic, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Ático en via laietana,2000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,76.0,exterior,6.0,1.0,,"76 m² construidos, 70 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur, este
Construido en 1910
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en via Laietana,2050.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,85.0,exterior,5.0,1.0,,"85 m² construidos, 80 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 1929
Cocina equipada y casa sin amueblar
No dispone de calefacción"
"Alquiler de Piso en calle d'En Roig, 11",1450.0,"El Raval, Barcelona",Profesional,1.0,50.0,exterior,3.0,0.0,,"50 m² construidos, 45 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en calle de Gravina,3050.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,2.0,0.0,Garage included,"70 m² construidos
2 habitaciones
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Calefacción central"
Alquiler de Piso en calle de Montanyans,1000.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,40.0,exterior,1.0,0.0,,"40 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en Carrer de la Mercè,1500.0,"El Gòtic, Barcelona",Profesional,2.0,63.0,exterior,,1.0,,"63 m² construidos, 54 m² útiles
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado"
"Alquiler de Piso en calle de la Canuda, 23",3000.0,"El Gòtic, Barcelona",Profesional,2.0,90.0,exterior,1.0,1.0,,"90 m² construidos
2 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Ático en rambla del Raval,1200.0,"El Raval, Barcelona",Profesional,1.0,35.0,exterior,5.0,1.0,,"35 m² construidos, 30 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur
Construido en 1890
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Gravina,3500.0,"El Raval, Barcelona",Profesional,2.0,110.0,exterior,,,,"110 m² construidos, 98 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Calefacción individual"
Alquiler de Piso en El Raval,2100.0,"Ciutat Vella, Barcelona",Profesional,2.0,75.0,exterior,1.0,1.0,,"75 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Construido en 2021
Calefacción individual: Eléctrica"
Alquiler de Piso en calle d'Avinyó,1450.0,"El Gòtic, Barcelona",Profesional,1.0,60.0,,1.0,1.0,,"60 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Calefacción individual"
Alquiler de Piso en calle del Doctor Aiguader,1200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,52.0,interior,2.0,1.0,,"52 m² construidos, 42 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en calle de l'Escar,7000.0,"La Barceloneta, Barcelona",Profesional,2.0,100.0,exterior,7.0,1.0,,"100 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Calefacción central"
Alquiler de Piso en calle del General Álvarez de Castro,1295.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,85.0,exterior,4.0,0.0,,"85 m² construidos
4 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
"Alquiler de Piso en calle del Rector Bruguera, 27",1100.0,"La Barceloneta, Barcelona",Profesional,1.0,40.0,exterior,Entreplanta,0.0,,"40 m² construidos, 35 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada"
Alquiler de Piso en calle de la Princesa,3500.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,3.0,80.0,,3.0,1.0,,"80 m² construidos
3 habitaciones
2 baños
Segunda mano/buen estado
Calefacción individual"
"Alquiler de Piso en calle de la Mediterrània, 4",1750.0,"La Barceloneta, Barcelona",Profesional,1.0,55.0,exterior,2.0,1.0,,"55 m² construidos
1 habitación
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, este
Construido en 1936
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Santa Anna,875.0,"El Gòtic, Barcelona",Profesional,1.0,64.0,exterior,3.0,0.0,,"64 m² construidos, 58 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1864
Amueblado y cocina equipada
No dispone de calefacción"
Alquiler de Piso en calle de l'Argenter,1400.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,63.0,exterior,3.0,0.0,,"63 m² construidos, 60 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Estudio en calle de la Portaferrissa,1500.0,"El Gòtic, Barcelona",Profesional,,41.0,exterior,,0.0,,"41 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en calle del General Álvarez de Castro,1295.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,85.0,exterior,4.0,0.0,,"85 m² construidos
4 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en paseo de Joan de Borbó,2400.0,"La Barceloneta, Barcelona",Profesional,2.0,48.0,exterior,2.0,1.0,,"48 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Orientación sur, este
Construido en 1960
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle del Fonollar,1900.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,91.0,exterior,2.0,1.0,,"91 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de l'Escar,7000.0,"La Barceloneta, Barcelona",Profesional,2.0,100.0,exterior,7.0,1.0,,"100 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Calefacción central"
"Alquiler de Piso en calle del Rector Bruguera, 27",1100.0,"La Barceloneta, Barcelona",Profesional,1.0,40.0,exterior,Entreplanta,0.0,,"40 m² construidos, 35 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur
Amueblado y cocina equipada"
Alquiler de Piso en calle de l'Arc de Sant Agustí,1500.0,"El Raval, Barcelona",Profesional,2.0,75.0,exterior,Bajo,1.0,,"75 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Ático en rambla del Raval,1200.0,"El Raval, Barcelona",Profesional,1.0,35.0,exterior,5.0,1.0,,"35 m² construidos, 30 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur
Construido en 1890
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en Gravina,3500.0,"El Raval, Barcelona",Profesional,3.0,81.0,exterior,1.0,1.0,Garage optional,"81 m² construidos, 80 m² útiles
3 habitaciones
2 baños
Balcón
Plaza de garaje por 150 €/mes adicionales
Segunda mano/buen estado
Armarios empotrados
Construido en 2015
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle Comtal,1500.0,"El Gòtic, Barcelona",Profesional,2.0,48.0,interior,1.0,0.0,,"48 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Amueblado y cocina equipada"
Alquiler de Piso en calle Ferran,1500.0,"El Gòtic, Barcelona",Profesional,2.0,65.0,exterior,2.0,1.0,,"65 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Piso en La Barceloneta,900.0,"Ciutat Vella, Barcelona",Profesional,1.0,32.0,exterior,Bajo,1.0,,"32 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle del Portal Nou,850.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,30.0,exterior,2.0,1.0,,"30 m² construidos, 26 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Construido en 1962
Cocina equipada y casa sin amueblar
No dispone de calefacción"
Alquiler de Piso en calle de Vistalegre,1050.0,"El Raval, Barcelona",Profesional,1.0,45.0,exterior,2.0,0.0,,"45 m² construidos, 42 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Orientación sur, este
Construido en 1800
Amueblado y cocina equipada"
Alquiler de Piso en calle Passatge del Rellotge,2800.0,"El Gòtic, Barcelona",Profesional,2.0,125.0,interior,3.0,1.0,,"125 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Trastero
Amueblado y cocina equipada"
Alquiler de Estudio en calle Nou de la Rambla s/n,1490.0,"El Raval, Barcelona",Profesional,,50.0,exterior,1.0,0.0,,"50 m² construidos
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en El Gòtic,1900.0,"Ciutat Vella, Barcelona",Profesional,3.0,80.0,exterior,1.0,1.0,,"80 m² construidos
3 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de Sant Pere Mitjà s/n,1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,64.0,exterior,2.0,0.0,,"64 m² construidos, 60 m² útiles
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en via Laietana, 71",3200.0,"El Gòtic, Barcelona",Profesional,4.0,190.0,exterior,5.0,1.0,,"190 m² construidos, 170 m² útiles
4 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Piso en calle del Pintor Fortuny,2390.0,"El Raval, Barcelona",Profesional,2.0,90.0,exterior,3.0,1.0,,"90 m² construidos
2 habitaciones
2 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
"Alquiler de Estudio en calle d'En Roig, 3",1500.0,"El Raval, Barcelona",Profesional,,55.0,exterior,2.0,1.0,,"55 m² construidos, 54 m² útiles
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en calle del Pintor Fortuny,1818.0,"El Raval, Barcelona",Profesional,1.0,60.0,exterior,4.0,1.0,,"60 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
"Alquiler de Piso en rambla Nou de la, 83",1200.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en Passatge de Gutenberg,2000.0,"El Raval, Barcelona",Profesional,2.0,70.0,exterior,3.0,1.0,,"70 m² construidos
2 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada
Calefacción central: Gas"
Alquiler de Ático en Sant Pere - Santa Caterina i la Ribera,7500.0,"Ciutat Vella, Barcelona",Profesional,2.0,290.0,exterior,4.0,1.0,,"290 m² construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Gas natural"
"Alquiler de Piso en ginebra, 23",1800.0,"La Barceloneta, Barcelona",Profesional,3.0,100.0,exterior,5.0,0.0,,"100 m² construidos, 80 m² útiles
3 habitaciones
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Estudio en calle del Portal de Santa Madrona,1250.0,"El Raval, Barcelona",Profesional,,41.0,exterior,3.0,1.0,,"41 m² construidos
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Estudio en calle de la Cera,870.0,"El Raval, Barcelona",Profesional,,40.0,exterior,2.0,0.0,,"40 m² construidos
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Amueblado y cocina equipada"
Alquiler de Piso en calle Ample,2500.0,"El Gòtic, Barcelona",Profesional,1.0,120.0,exterior,5.0,0.0,,"120 m² construidos, 60 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Cocina equipada y casa sin amueblar
No dispone de calefacción"
"Alquiler de Piso en calle de ginebra, 25",1100.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,exterior,1.0,0.0,,"45 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en El Gòtic,2800.0,"Ciutat Vella, Barcelona",Profesional,2.0,80.0,,,1.0,,"80 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar"
Alquiler de Piso en calle de l'Arc de Sant Silvestre,1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,137.0,interior,1.0,0.0,,"137 m² construidos
2 habitaciones
1 baño
Segunda mano/buen estado
Construido en 1900
Cocina equipada y casa sin amueblar
Calefacción individual: Eléctrica"
Alquiler de Ático en Sant Pere - Santa Caterina i la Ribera,1950.0,"Ciutat Vella, Barcelona",Xavier,1.0,135.0,exterior,5.0,0.0,,"135 m² construidos, 120 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Orientación este
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de les Portadores,1800.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,55.0,exterior,,1.0,,"55 m² construidos, 51 m² útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 1900
Amueblado y cocina equipada"
Alquiler de Piso en calle d'En Bot,2500.0,"El Gòtic, Barcelona",Profesional,2.0,80.0,exterior,3.0,1.0,,"80 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
"Alquiler de Piso en calle de ginebra, 25",1100.0,"La Barceloneta, Barcelona",Profesional,1.0,45.0,exterior,1.0,0.0,,"45 m² construidos
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada"
Alquiler de Piso en Sant Pere - Santa Caterina i la Ribera,3800.0,"Ciutat Vella, Barcelona",Profesional,2.0,150.0,,,1.0,,"150 m² construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Orientación sur, este"
Alquiler de Piso en via Laietana,2386.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,4.0,131.0,exterior,1.0,1.0,,"131 m² construidos, 125 m² útiles
4 habitaciones
2 baños
Segunda mano/buen estado
Construido en 1940
Cocina sin equipar y casa sin amueblar
Calefacción individual"
Alquiler de Piso en calle de la Cera,1150.0,"El Raval, Barcelona",Profesional,2.0,68.0,exterior,3.0,0.0,,"68 m² construidos, 64 m² útiles
2 habitaciones
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción central"
Alquiler de Piso en El Gòtic,2800.0,"Ciutat Vella, Barcelona",Profesional,2.0,80.0,,,1.0,,"80 m² construidos
2 habitaciones
1 baño
Terraza y balcón
Segunda mano/buen estado
Cocina sin equipar y casa sin amueblar"
Alquiler de Piso en calle Ample,2500.0,"El Gòtic, Barcelona",Profesional,1.0,120.0,exterior,5.0,0.0,,"120 m² construidos, 60 m² útiles
1 habitación
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Cocina equipada y casa sin amueblar
No dispone de calefacción"
Alquiler de Piso en calle de Sant Elm,990.0,"La Barceloneta, Barcelona",Profesional,1.0,35.0,exterior,2.0,0.0,,"35 m² construidos, 33 m² útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Construido en 1936
Amueblado y cocina equipada"
Alquiler de Piso en Alcanar,1450.0,"La Barceloneta, Barcelona",Profesional,2.0,49.0,exterior,3.0,0.0,,"49 m² construidos
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en calle de Trelawny,2200.0,"La Barceloneta, Barcelona",Profesional,3.0,80.0,exterior,6.0,1.0,,"80 m² construidos, 75 m² útiles
3 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Construido en 1960
Amueblado y cocina equipada
Calefacción individual"
Alquiler de Estudio en calle de Ferran,1115.0,"El Gòtic, Barcelona",Profesional,,30.0,,1.0,0.0,,"30 m² construidos
Sin habitación
1 baño
Segunda mano/buen estado
Amueblado y cocina equipada"
Alquiler de Piso en El Gòtic,1345.0,"Ciutat Vella, Barcelona",Profesional,1.0,47.0,,,1.0,,"47 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado"
Alquiler de Piso en El Gòtic,1345.0,"Ciutat Vella, Barcelona",Profesional,1.0,47.0,,,1.0,,"47 m² construidos
1 habitación
1 baño
Terraza
Segunda mano/buen estado"
Alquiler de Piso en calle del Doctor Aiguader,2200.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,2.0,72.0,exterior,1.0,0.0,,"72 m² construidos, 65 m² útiles
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Eléctrica"
Alquiler de Piso en calle de la Princesa,1700.0,"Sant Pere - Santa Caterina i la Ribera, Barcelona",Profesional,1.0,56.0,interior,2.0,1.0,,"56 m² construidos, 55 m² útiles
1 habitación
1 baño
Segunda mano/buen estado
Armarios empotrados
Orientación oeste
Amueblado y cocina equipada
Calefacción individual: Gas natural"
Alquiler de Estudio en calle de Sant Vicenç,1100.0,"El Raval, Barcelona",Profesional,,42.0,exterior,3.0,0.0,,"42 m² construidos, 40 m² útiles
Sin habitación
1 baño
Balcón
Segunda mano/buen estado
Armarios empotrados
Amueblado y cocina equipada
Calefacción individual: Bomba de frío/calor"
Alquiler de Piso en El Gòtic,1345.0,"Ciutat Vella, Barcelona",Profesional,1.0,50.0,,,1.0,,"50 m² construidos
1 habitación
1 baño
Balcón
Segunda mano/buen estado"
